PathID,PathString
209,n1->n99->n97->n27->n26->n47->n49->n64->n93->n92->n94->n51
210,n1->n99->n97->n95->n89->n48->n50->n29->n28->n27->n52->n51
211,n1->n99->n97->n27->n4->n75->n71->n24->n26->n47->n49->n51
212,n1->n13->n14->n96->n20->n21->n22->n68->n58->n59->n50->n51
213,n1->n99->n98->n57->n55->n56->n54->n73->n10->n63->n61->n51
214,n1->n99->n98->n57->n74->n22->n21->n67->n64->n62->n61->n51
215,n1->n13->n12->n6->n33->n35->n74->n57->n55->n53->n52->n51
216,n1->n99->n98->n57->n55->n56->n84->n83->n85->n65->n52->n51
217,n1->n13->n11->n9->n10->n63->n82->n95->n97->n96->n94->n51
218,n1->n20->n19->n18->n70->n72->n77->n93->n64->n65->n52->n51
219,n1->n20->n96->n14->n12->n13->n11->n9->n10->n63->n61->n51
220,n1->n13->n14->n12->n6->n33->n32->n31->n30->n29->n50->n51
221,n1->n99->n77->n72->n73->n71->n24->n26->n25->n27->n52->n51
222,n1->n20->n19->n68->n66->n32->n30->n31->n29->n27->n52->n51
223,n1->n13->n15->n29->n27->n97->n99->n77->n93->n92->n94->n51
224,n1->n13->n11->n29->n27->n52->n65->n85->n58->n59->n50->n51
225,n1->n99->n77->n72->n73->n10->n8->n12->n14->n96->n94->n51
226,n1->n20->n96->n14->n75->n71->n24->n23->n77->n93->n94->n51
227,n1->n20->n96->n97->n99->n77->n72->n45->n47->n48->n50->n51
228,n1->n13->n12->n14->n75->n74->n22->n21->n20->n96->n94->n51
229,n1->n99->n98->n57->n55->n53->n54->n40->n42->n63->n61->n51
230,n1->n13->n15->n29->n30->n31->n32->n34->n36->n64->n49->n51
231,n1->n20->n89->n95->n97->n96->n94->n92->n93->n64->n49->n51
232,n1->n20->n19->n68->n22->n74->n57->n83->n85->n65->n52->n51
233,n1->n20->n89->n90->n100->n73->n54->n40->n42->n63->n61->n51
234,n1->n20->n19->n17->n18->n70->n87->n88->n89->n48->n50->n51
235,n1->n13->n14->n12->n8->n10->n63->n82->n95->n93->n94->n51
236,n1->n20->n18->n16->n38->n67->n21->n23->n77->n93->n94->n51
237,n1->n99->n77->n23->n21->n20->n96->n94->n93->n64->n49->n51
238,n1->n99->n97->n95->n89->n20->n19->n17->n85->n65->n52->n51
239,n1->n99->n77->n23->n24->n33->n32->n30->n31->n29->n50->n51
240,n1->n99->n77->n72->n71->n73->n54->n40->n42->n63->n61->n51
241,n1->n99->n97->n95->n82->n84->n83->n57->n55->n53->n52->n51
242,n1->n99->n98->n57->n83->n84->n33->n32->n31->n29->n50->n51
243,n1->n99->n97->n27->n28->n69->n76->n78->n85->n65->n52->n51
244,n1->n13->n12->n6->n33->n32->n34->n36->n64->n93->n94->n51
245,n1->n13->n14->n75->n73->n100->n2->n7->n5->n65->n52->n51
246,n1->n99->n97->n96->n94->n92->n91->n93->n64->n65->n52->n51
247,n1->n20->n96->n94->n93->n77->n99->n97->n27->n29->n50->n51
248,n1->n20->n21->n67->n38->n16->n18->n17->n85->n65->n52->n51
249,n1->n20->n18->n16->n38->n36->n34->n35->n31->n29->n50->n51
250,n1->n99->n97->n27->n25->n26->n47->n49->n64->n65->n52->n51
251,n1->n13->n12->n6->n33->n32->n66->n68->n58->n59->n50->n51
252,n1->n99->n97->n27->n29->n31->n33->n24->n26->n47->n49->n51
253,n1->n99->n77->n72->n71->n24->n23->n21->n20->n96->n94->n51
254,n1->n20->n21->n67->n64->n49->n47->n45->n72->n77->n93->n94->n51
255,n1->n20->n19->n18->n16->n38->n67->n21->n23->n77->n93->n94->n51
256,n1->n20->n89->n95->n82->n84->n83->n81->n37->n65->n64->n49->n51
257,n1->n13->n14->n96->n94->n92->n91->n93->n64->n62->n60->n50->n51
258,n1->n20->n96->n94->n92->n93->n64->n49->n47->n26->n27->n52->n51
259,n1->n20->n21->n22->n74->n35->n33->n31->n29->n15->n63->n61->n51
260,n1->n20->n18->n70->n69->n3->n5->n65->n85->n58->n59->n50->n51
261,n1->n13->n15->n29->n28->n27->n26->n24->n23->n77->n93->n94->n51
262,n1->n13->n14->n75->n76->n69->n28->n29->n50->n48->n47->n49->n51
263,n1->n13->n12->n14->n75->n76->n30->n32->n34->n36->n64->n49->n51
264,n1->n13->n14->n96->n20->n21->n23->n24->n33->n31->n29->n50->n51
265,n1->n13->n14->n12->n6->n33->n35->n74->n75->n4->n27->n52->n51
266,n1->n13->n11->n29->n30->n76->n74->n57->n83->n85->n65->n52->n51
267,n1->n99->n98->n57->n74->n35->n34->n15->n13->n11->n29->n50->n51
268,n1->n13->n11->n9->n10->n73->n75->n71->n72->n77->n93->n94->n51
269,n1->n99->n97->n95->n93->n77->n23->n24->n33->n31->n29->n50->n51
270,n1->n20->n96->n14->n12->n13->n11->n29->n50->n60->n62->n61->n51
271,n1->n13->n11->n9->n10->n63->n15->n34->n32->n30->n29->n50->n51
272,n1->n20->n21->n67->n64->n36->n34->n32->n31->n29->n27->n52->n51
273,n1->n13->n12->n8->n10->n39->n37->n65->n52->n27->n29->n50->n51
274,n1->n99->n98->n57->n74->n76->n69->n70->n72->n77->n93->n94->n51
275,n1->n99->n97->n96->n14->n13->n15->n34->n36->n64->n93->n94->n51
276,n1->n20->n18->n70->n87->n86->n76->n30->n31->n29->n27->n52->n51
277,n1->n20->n18->n70->n69->n3->n5->n7->n9->n11->n29->n50->n51
278,n1->n20->n18->n17->n85->n78->n76->n69->n3->n5->n65->n52->n51
279,n1->n99->n98->n57->n83->n84->n85->n78->n44->n42->n63->n61->n51
280,n1->n99->n98->n57->n83->n23->n24->n71->n73->n54->n53->n52->n51
281,n1->n13->n12->n6->n33->n32->n34->n36->n38->n37->n65->n52->n51
282,n1->n13->n11->n29->n27->n97->n96->n94->n92->n93->n64->n49->n51
283,n1->n20->n18->n17->n19->n68->n22->n21->n23->n77->n93->n94->n51
284,n1->n13->n15->n63->n42->n44->n78->n76->n75->n4->n27->n52->n51
285,n1->n99->n98->n57->n83->n81->n80->n78->n76->n30->n29->n50->n51
286,n1->n99->n77->n93->n91->n92->n94->n96->n20->n89->n48->n50->n51
287,n1->n20->n19->n68->n66->n32->n33->n6->n12->n14->n96->n94->n51
288,n1->n99->n97->n27->n25->n26->n47->n48->n89->n90->n59->n50->n51
289,n1->n13->n12->n14->n96->n20->n19->n68->n17->n85->n65->n52->n51
290,n1->n13->n11->n9->n10->n73->n71->n24->n23->n77->n93->n94->n51
291,n1->n99->n98->n57->n74->n76->n86->n87->n88->n90->n59->n50->n51
292,n1->n99->n98->n57->n55->n53->n54->n82->n84->n85->n65->n52->n51
293,n1->n20->n19->n18->n16->n38->n36->n34->n32->n30->n29->n50->n51
294,n1->n13->n14->n12->n6->n33->n84->n82->n54->n55->n53->n52->n51
295,n1->n13->n14->n96->n20->n89->n95->n82->n54->n55->n53->n52->n51
296,n1->n99->n97->n27->n25->n26->n47->n45->n72->n77->n93->n94->n51
297,n1->n99->n97->n27->n4->n2->n100->n90->n88->n89->n48->n50->n51
298,n1->n13->n15->n29->n11->n9->n10->n8->n7->n5->n65->n52->n51
299,n1->n99->n98->n57->n83->n85->n78->n44->n45->n47->n48->n50->n51
300,n1->n13->n11->n9->n7->n8->n10->n73->n75->n14->n96->n94->n51
301,n1->n99->n98->n57->n74->n35->n33->n31->n32->n30->n29->n50->n51
302,n1->n20->n18->n19->n17->n68->n22->n21->n67->n64->n65->n52->n51
303,n1->n13->n12->n14->n96->n97->n99->n77->n72->n45->n47->n49->n51
304,n1->n13->n14->n75->n73->n72->n77->n23->n24->n26->n27->n52->n51
305,n1->n13->n14->n96->n94->n93->n77->n23->n83->n57->n55->n53->n52->n51
306,n1->n13->n15->n29->n28->n27->n97->n99->n98->n57->n55->n53->n52->n51
307,n1->n20->n19->n18->n70->n69->n28->n29->n11->n9->n10->n63->n61->n51
308,n1->n99->n97->n27->n4->n2->n100->n73->n54->n40->n42->n63->n61->n51
309,n1->n99->n77->n93->n94->n96->n14->n12->n6->n33->n31->n29->n50->n51
310,n1->n20->n18->n17->n85->n58->n59->n90->n88->n89->n95->n93->n94->n51
311,n1->n13->n11->n9->n7->n2->n4->n27->n97->n95->n89->n48->n50->n51
312,n1->n13->n15->n63->n42->n40->n54->n53->n52->n27->n26->n47->n49->n51
313,n1->n13->n12->n14->n96->n97->n99->n98->n57->n55->n54->n53->n52->n51
314,n1->n99->n98->n57->n55->n54->n73->n72->n70->n69->n28->n29->n50->n51
315,n1->n20->n96->n14->n12->n6->n33->n24->n23->n83->n85->n65->n52->n51
316,n1->n99->n97->n96->n94->n93->n77->n72->n71->n73->n10->n63->n61->n51
317,n1->n13->n14->n75->n74->n22->n21->n20->n89->n48->n46->n62->n61->n51
318,n1->n99->n97->n96->n94->n92->n91->n93->n95->n89->n48->n47->n49->n51
319,n1->n13->n12->n6->n33->n32->n66->n68->n19->n18->n20->n96->n94->n51
320,n1->n99->n77->n23->n24->n26->n47->n48->n89->n88->n90->n59->n50->n51
321,n1->n20->n18->n17->n68->n66->n32->n33->n6->n12->n14->n96->n94->n51
322,n1->n20->n21->n23->n24->n33->n6->n12->n13->n15->n29->n27->n52->n51
323,n1->n13->n15->n29->n30->n76->n75->n71->n72->n73->n54->n53->n52->n51
324,n1->n20->n96->n94->n92->n91->n93->n64->n36->n34->n15->n63->n61->n51
325,n1->n99->n97->n27->n29->n31->n33->n6->n12->n13->n14->n96->n94->n51
326,n1->n13->n11->n9->n10->n73->n71->n72->n70->n18->n20->n96->n94->n51
327,n1->n99->n77->n93->n64->n62->n61->n63->n42->n40->n54->n53->n52->n51
328,n1->n99->n77->n93->n64->n36->n38->n39->n41->n43->n45->n47->n49->n51
329,n1->n20->n21->n67->n38->n36->n34->n35->n33->n84->n85->n65->n52->n51
330,n1->n13->n15->n29->n27->n52->n53->n55->n54->n40->n42->n63->n61->n51
331,n1->n99->n98->n57->n83->n84->n56->n90->n59->n50->n60->n62->n61->n51
332,n1->n13->n14->n96->n97->n99->n77->n23->n24->n33->n31->n29->n50->n51
333,n1->n99->n77->n23->n21->n22->n68->n66->n32->n31->n29->n27->n52->n51
334,n1->n99->n98->n57->n74->n22->n68->n17->n19->n18->n20->n96->n94->n51
335,n1->n20->n18->n19->n68->n58->n85->n84->n83->n57->n55->n53->n52->n51
336,n1->n20->n19->n68->n17->n18->n70->n72->n71->n24->n26->n47->n49->n51
337,n1->n20->n19->n18->n70->n69->n28->n27->n25->n26->n47->n48->n50->n51
338,n1->n13->n11->n9->n7->n8->n12->n6->n33->n84->n82->n63->n61->n51
339,n1->n13->n14->n75->n73->n54->n53->n55->n56->n90->n89->n48->n50->n51
340,n1->n20->n19->n68->n22->n74->n76->n86->n87->n88->n89->n48->n50->n51
341,n1->n99->n98->n57->n55->n56->n84->n85->n78->n76->n30->n29->n50->n51
342,n1->n99->n98->n57->n83->n84->n56->n54->n53->n52->n27->n29->n50->n51
343,n1->n13->n12->n6->n33->n31->n32->n30->n76->n69->n28->n29->n50->n51
344,n1->n13->n14->n75->n74->n22->n68->n58->n59->n90->n89->n48->n50->n51
345,n1->n20->n89->n88->n87->n70->n69->n28->n27->n97->n95->n93->n94->n51
346,n1->n99->n77->n93->n92->n94->n96->n20->n19->n17->n85->n65->n52->n51
347,n1->n13->n14->n75->n76->n74->n22->n21->n23->n24->n26->n47->n49->n51
348,n1->n20->n21->n23->n24->n71->n75->n14->n12->n13->n11->n29->n50->n51
349,n1->n20->n19->n18->n17->n68->n58->n85->n83->n81->n79->n63->n61->n51
350,n1->n13->n12->n8->n7->n5->n65->n85->n78->n80->n82->n63->n61->n51
351,n1->n20->n18->n70->n87->n88->n90->n100->n2->n7->n5->n65->n52->n51
352,n1->n20->n18->n70->n87->n86->n76->n75->n14->n13->n15->n63->n61->n51
353,n1->n13->n15->n34->n35->n33->n6->n12->n14->n96->n97->n27->n52->n51
354,n1->n99->n77->n23->n21->n67->n38->n36->n64->n49->n47->n48->n50->n51
355,n1->n99->n97->n27->n4->n75->n74->n57->n83->n85->n58->n59->n50->n51
356,n1->n99->n98->n57->n83->n85->n84->n56->n90->n100->n73->n54->n53->n52->n51
357,n1->n99->n97->n95->n89->n88->n90->n56->n84->n83->n85->n65->n64->n49->n51
358,n1->n99->n77->n23->n21->n20->n19->n18->n16->n38->n36->n64->n93->n94->n51
359,n1->n20->n89->n95->n97->n99->n98->n57->n83->n23->n21->n67->n64->n49->n51
360,n1->n13->n12->n8->n7->n5->n3->n69->n76->n74->n75->n14->n96->n94->n51
361,n1->n13->n15->n63->n10->n39->n41->n44->n45->n72->n73->n54->n53->n52->n51
362,n1->n99->n97->n27->n25->n26->n24->n23->n77->n93->n95->n82->n63->n61->n51
363,n1->n13->n11->n9->n10->n8->n12->n14->n75->n73->n100->n90->n59->n50->n51
364,n1->n20->n18->n19->n17->n68->n58->n59->n90->n56->n84->n85->n65->n52->n51
365,n1->n13->n11->n29->n31->n33->n24->n71->n75->n14->n96->n97->n27->n52->n51
366,n1->n13->n15->n34->n36->n64->n67->n38->n16->n18->n20->n89->n48->n50->n51
367,n1->n99->n97->n27->n28->n29->n31->n32->n33->n6->n12->n14->n96->n94->n51
368,n1->n20->n21->n22->n74->n76->n69->n28->n27->n4->n75->n14->n96->n94->n51
369,n1->n13->n14->n96->n20->n19->n17->n85->n84->n56->n54->n82->n63->n61->n51
370,n1->n13->n11->n29->n27->n26->n24->n71->n73->n54->n40->n42->n63->n61->n51
371,n1->n13->n15->n63->n10->n8->n7->n5->n3->n69->n76->n30->n29->n50->n51
372,n1->n13->n14->n75->n73->n100->n2->n4->n27->n25->n26->n47->n48->n50->n51
373,n1->n13->n12->n6->n33->n24->n23->n21->n22->n74->n76->n30->n29->n50->n51
374,n1->n20->n89->n88->n87->n86->n76->n69->n3->n5->n65->n64->n93->n94->n51
375,n1->n13->n15->n34->n36->n64->n62->n61->n63->n10->n73->n54->n53->n52->n51
376,n1->n20->n19->n18->n17->n85->n83->n23->n21->n22->n68->n58->n59->n50->n51
377,n1->n13->n12->n8->n10->n39->n37->n38->n16->n18->n17->n85->n65->n52->n51
378,n1->n20->n21->n67->n64->n65->n52->n53->n55->n56->n90->n59->n60->n50->n51
379,n1->n20->n18->n16->n38->n39->n37->n81->n83->n85->n84->n82->n63->n61->n51
380,n1->n20->n19->n18->n16->n38->n36->n34->n35->n33->n32->n31->n29->n50->n51
381,n1->n13->n14->n75->n73->n10->n9->n7->n2->n100->n90->n89->n48->n50->n51
382,n1->n20->n18->n19->n68->n17->n85->n58->n59->n90->n56->n54->n53->n52->n51
383,n1->n20->n21->n22->n74->n75->n73->n10->n8->n7->n5->n65->n64->n49->n51
384,n1->n20->n18->n16->n38->n67->n21->n22->n68->n19->n17->n85->n65->n52->n51
385,n1->n99->n97->n95->n82->n80->n81->n79->n63->n61->n62->n60->n59->n50->n51
386,n1->n20->n19->n68->n66->n32->n30->n76->n86->n87->n88->n90->n59->n50->n51
387,n1->n99->n98->n57->n74->n22->n21->n67->n38->n36->n34->n15->n29->n50->n51
388,n1->n13->n14->n96->n20->n89->n95->n82->n84->n83->n57->n55->n53->n52->n51
389,n1->n20->n21->n67->n38->n36->n64->n49->n47->n48->n50->n29->n27->n52->n51
