DatasetID,PathID,PathString,node_t1,node_t2,node_p_depol_1q,node_p_depol_2q,node_coh1_angle,node_coh2_zz_angle,node_src_visibility,node_src_phase,edge_length,edge_attenuation,edge_insertion_loss_db,d1_coupling_1,d1_coupling_2,d1_mzi_phase_error,d1_mzi_loss_short,d1_mzi_loss_long,d1_bs1_reflectivity,d1_bs1_loss,d1_bs2_reflectivity,d1_bs2_loss,d1_snspd1_efficiency,d1_snspd1_jitter,d1_snspd1_dark,d1_snspd1_dead,d1_snspd2_efficiency,d1_snspd2_jitter,d1_snspd2_dark,d1_snspd2_dead,d2_coupling_1,d2_coupling_2,d2_mzi_phase_error,d2_mzi_loss_short,d2_mzi_loss_long,d2_bs1_reflectivity,d2_bs1_loss,d2_bs2_reflectivity,d2_bs2_loss,d2_snspd1_efficiency,d2_snspd1_jitter,d2_snspd1_dark,d2_snspd1_dead,d2_snspd2_efficiency,d2_snspd2_jitter,d2_snspd2_dark,d2_snspd2_dead
4,11,S->a1->a2->a3->e4->D,1.04585e+09|6.33679e+11|4.02604e+11|7.48764e+11|2.2165e+11|2.91528e+10,2.9156e+08|1.39467e+11|1.08012e+11|5.46099e+11|9.91926e+10|2.25934e+10,4.66357e-05|3.77664e-05|8.48796e-05|3.82033e-05|1.80453e-05|0.000334307,0.000214776|0.000303829|0.000262153|0.00579742|0.00726421|0.00249104,0.0225545|0.0041214|0.0411468|0.0364705|0.0252862|0.0139303,0.0201185|0.0248282|0.00991915|0.0399375|0.0409764|0.0354472,0.972928|0.984337|0.968079|0.963135|0.962121|0.990074,5.6117|3.95936|4.77513|5.31773|4.46107|0.575287,66.2586|79.8117|30.2686|43.2583|69.1985,0.189355|0.202682|0.188274|0.238734|0.184682,0.311205|0.613658|0.22716|0.924452|0.830683,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
4,12,S->b1->a2->a1->e0->D,1.04585e+09|9.25783e+10|4.02604e+11|6.33679e+11|1.67161e+10|2.91528e+10,2.9156e+08|6.87453e+10|1.08012e+11|1.39467e+11|1.71523e+09|2.25934e+10,4.66357e-05|0.000238509|8.48796e-05|3.77664e-05|0.000940268|0.000334307,0.000214776|0.00116274|0.000262153|0.000303829|0.000278589|0.00249104,0.0225545|0.0193932|0.0411468|0.0041214|0.0407438|0.0139303,0.0201185|0.0406148|0.00991915|0.0248282|0.00843224|0.0354472,0.972928|0.967408|0.968079|0.984337|0.926942|0.990074,5.6117|2.94308|4.77513|3.95936|2.62811|0.575287,90.7492|99.0064|79.8117|72.2829|43.4967,0.195393|0.215561|0.202682|0.178473|0.231158,0.768099|0.236497|0.613658|0.508253|0.631192,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
4,13,S->e0->t8->t7->e8->D,1.04585e+09|1.67161e+10|2.62557e+12|2.11867e+11|1.676e+10|2.91528e+10,2.9156e+08|1.71523e+09|1.15449e+12|3.51606e+10|9.33144e+09|2.25934e+10,4.66357e-05|0.000940268|0.000199368|0.000421728|1.47558e-05|0.000334307,0.000214776|0.000278589|0.000347488|0.00296967|0.00353863|0.00249104,0.0225545|0.0407438|0.0185856|0.0110977|0.0294993|0.0139303,0.0201185|0.00843224|0.00228311|0.0225608|0.00553752|0.0354472,0.972928|0.926942|0.974759|0.943966|0.907553|0.990074,5.6117|2.62811|2.72061|5.19249|4.71764|0.575287,77.6192|59.7094|67.4197|93.5115|40.979,0.169854|0.204236|0.1873|0.244331|0.218328,0.185818|0.256399|0.255722|0.331598|0.53516,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
4,14,S->b1->b2->a3->e4->D,1.04585e+09|9.25783e+10|2.90016e+13|7.48764e+11|2.2165e+11|2.91528e+10,2.9156e+08|6.87453e+10|4.92459e+12|5.46099e+11|9.91926e+10|2.25934e+10,4.66357e-05|0.000238509|2.19171e-05|3.82033e-05|1.80453e-05|0.000334307,0.000214776|0.00116274|0.00193022|0.00579742|0.00726421|0.00249104,0.0225545|0.0193932|0.0485997|0.0364705|0.0252862|0.0139303,0.0201185|0.0406148|0.0123628|0.0399375|0.0409764|0.0354472,0.972928|0.967408|0.923719|0.963135|0.962121|0.990074,5.6117|2.94308|0.876497|5.31773|4.46107|0.575287,90.7492|37.2729|24.4191|43.2583|69.1985,0.195393|0.176588|0.2138|0.238734|0.184682,0.768099|0.671987|0.497711|0.924452|0.830683,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
4,15,S->a1->a2->b3->e5->D,1.04585e+09|6.33679e+11|4.02604e+11|2.00825e+13|3.80763e+12|2.91528e+10,2.9156e+08|1.39467e+11|1.08012e+11|3.38232e+12|2.85598e+12|2.25934e+10,4.66357e-05|3.77664e-05|8.48796e-05|0.000101475|0.000168737|0.000334307,0.000214776|0.000303829|0.000262153|0.00958837|0.000360109|0.00249104,0.0225545|0.0041214|0.0411468|0.000607045|0.00497548|0.0139303,0.0201185|0.0248282|0.00991915|0.0278243|0.0303125|0.0354472,0.972928|0.984337|0.968079|0.948667|0.906304|0.990074,5.6117|3.95936|4.77513|5.07334|1.51609|0.575287,66.2586|79.8117|29.3778|76.7594|48.5398,0.189355|0.202682|0.179401|0.176802|0.228393,0.311205|0.613658|0.342909|0.943935|0.725997,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
4,16,S->e0->a1->a2->e2->D,1.04585e+09|1.67161e+10|6.33679e+11|4.02604e+11|3.88502e+11|2.91528e+10,2.9156e+08|1.71523e+09|1.39467e+11|1.08012e+11|8.42896e+10|2.25934e+10,4.66357e-05|0.000940268|3.77664e-05|8.48796e-05|2.06087e-05|0.000334307,0.000214776|0.000278589|0.000303829|0.000262153|0.000105589|0.00249104,0.0225545|0.0407438|0.0041214|0.0411468|0.0123973|0.0139303,0.0201185|0.00843224|0.0248282|0.00991915|0.045701|0.0354472,0.972928|0.926942|0.984337|0.968079|0.97574|0.990074,5.6117|2.62811|3.95936|4.77513|6.09339|0.575287,77.6192|72.2829|79.8117|28.0546|21.0603,0.169854|0.178473|0.202682|0.209213|0.191932,0.185818|0.508253|0.613658|0.927178|0.111694,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
4,17,S->b1->b2->a1->e0->D,1.04585e+09|9.25783e+10|2.90016e+13|6.33679e+11|1.67161e+10|2.91528e+10,2.9156e+08|6.87453e+10|4.92459e+12|1.39467e+11|1.71523e+09|2.25934e+10,4.66357e-05|0.000238509|2.19171e-05|3.77664e-05|0.000940268|0.000334307,0.000214776|0.00116274|0.00193022|0.000303829|0.000278589|0.00249104,0.0225545|0.0193932|0.0485997|0.0041214|0.0407438|0.0139303,0.0201185|0.0406148|0.0123628|0.0248282|0.00843224|0.0354472,0.972928|0.967408|0.923719|0.984337|0.926942|0.990074,5.6117|2.94308|0.876497|3.95936|2.62811|0.575287,90.7492|37.2729|65.9961|72.2829|43.4967,0.195393|0.176588|0.215315|0.178473|0.231158,0.768099|0.671987|0.545981|0.508253|0.631192,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
4,18,S->e0->a1->b2->e3->D,1.04585e+09|1.67161e+10|6.33679e+11|2.90016e+13|3.19012e+09|2.91528e+10,2.9156e+08|1.71523e+09|1.39467e+11|4.92459e+12|1.24734e+09|2.25934e+10,4.66357e-05|0.000940268|3.77664e-05|2.19171e-05|3.26814e-05|0.000334307,0.000214776|0.000278589|0.000303829|0.00193022|0.00121866|0.00249104,0.0225545|0.0407438|0.0041214|0.0485997|0.0160227|0.0139303,0.0201185|0.00843224|0.0248282|0.0123628|0.0141733|0.0354472,0.972928|0.926942|0.984337|0.923719|0.954515|0.990074,5.6117|2.62811|3.95936|0.876497|1.15182|0.575287,77.6192|72.2829|65.9961|67.5745|97.0433,0.169854|0.178473|0.215315|0.189833|0.185253,0.185818|0.508253|0.545981|0.681784|0.39754,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
4,19,S->e0->t8->t9->e1->D,1.04585e+09|1.67161e+10|2.62557e+12|1.55307e+11|4.18821e+10|2.91528e+10,2.9156e+08|1.71523e+09|1.15449e+12|2.73242e+10|2.63257e+10|2.25934e+10,4.66357e-05|0.000940268|0.000199368|2.62334e-05|0.000822975|0.000334307,0.000214776|0.000278589|0.000347488|0.00149846|0.00563104|0.00249104,0.0225545|0.0407438|0.0185856|0.0116277|0.00767889|0.0139303,0.0201185|0.00843224|0.00228311|0.00321044|0.0388344|0.0354472,0.972928|0.926942|0.974759|0.972913|0.914055|0.990074,5.6117|2.62811|2.72061|2.36543|5.73894|0.575287,77.6192|59.7094|70.8805|26.2497|12.7315,0.169854|0.204236|0.249641|0.165192|0.173179,0.185818|0.256399|0.157297|0.17249|0.773111,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
4,20,S->e0->t17->t16->e8->D,1.04585e+09|1.67161e+10|6.91088e+13|1.30424e+12|1.676e+10|2.91528e+10,2.9156e+08|1.71523e+09|7.89105e+12|3.43116e+11|9.33144e+09|2.25934e+10,4.66357e-05|0.000940268|0.000701017|5.86008e-05|1.47558e-05|0.000334307,0.000214776|0.000278589|0.00136654|0.00728596|0.00353863|0.00249104,0.0225545|0.0407438|0.0352198|0.00746139|0.0294993|0.0139303,0.0201185|0.00843224|0.00745921|0.0498535|0.00553752|0.0354472,0.972928|0.926942|0.950672|0.936017|0.907553|0.990074,5.6117|2.62811|4.23181|4.07637|4.71764|0.575287,77.6192|88.8597|70.4589|13.4252|40.979,0.169854|0.228536|0.242442|0.173887|0.218328,0.185818|0.930465|0.380892|0.938615|0.53516,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
4,21,S->a1->b2->b1->e1->D,1.04585e+09|6.33679e+11|2.90016e+13|9.25783e+10|4.18821e+10|2.91528e+10,2.9156e+08|1.39467e+11|4.92459e+12|6.87453e+10|2.63257e+10|2.25934e+10,4.66357e-05|3.77664e-05|2.19171e-05|0.000238509|0.000822975|0.000334307,0.000214776|0.000303829|0.00193022|0.00116274|0.00563104|0.00249104,0.0225545|0.0041214|0.0485997|0.0193932|0.00767889|0.0139303,0.0201185|0.0248282|0.0123628|0.0406148|0.0388344|0.0354472,0.972928|0.984337|0.923719|0.967408|0.914055|0.990074,5.6117|3.95936|0.876497|2.94308|5.73894|0.575287,66.2586|65.9961|37.2729|86.2435|12.7315,0.189355|0.215315|0.176588|0.217685|0.173179,0.311205|0.545981|0.671987|0.708417|0.773111,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
4,22,S->b1->a2->a3->e4->D,1.04585e+09|9.25783e+10|4.02604e+11|7.48764e+11|2.2165e+11|2.91528e+10,2.9156e+08|6.87453e+10|1.08012e+11|5.46099e+11|9.91926e+10|2.25934e+10,4.66357e-05|0.000238509|8.48796e-05|3.82033e-05|1.80453e-05|0.000334307,0.000214776|0.00116274|0.000262153|0.00579742|0.00726421|0.00249104,0.0225545|0.0193932|0.0411468|0.0364705|0.0252862|0.0139303,0.0201185|0.0406148|0.00991915|0.0399375|0.0409764|0.0354472,0.972928|0.967408|0.968079|0.963135|0.962121|0.990074,5.6117|2.94308|4.77513|5.31773|4.46107|0.575287,90.7492|99.0064|30.2686|43.2583|69.1985,0.195393|0.215561|0.188274|0.238734|0.184682,0.768099|0.236497|0.22716|0.924452|0.830683,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
4,23,S->b1->a2->b3->e5->D,1.04585e+09|9.25783e+10|4.02604e+11|2.00825e+13|3.80763e+12|2.91528e+10,2.9156e+08|6.87453e+10|1.08012e+11|3.38232e+12|2.85598e+12|2.25934e+10,4.66357e-05|0.000238509|8.48796e-05|0.000101475|0.000168737|0.000334307,0.000214776|0.00116274|0.000262153|0.00958837|0.000360109|0.00249104,0.0225545|0.0193932|0.0411468|0.000607045|0.00497548|0.0139303,0.0201185|0.0406148|0.00991915|0.0278243|0.0303125|0.0354472,0.972928|0.967408|0.968079|0.948667|0.906304|0.990074,5.6117|2.94308|4.77513|5.07334|1.51609|0.575287,90.7492|99.0064|29.3778|76.7594|48.5398,0.195393|0.215561|0.179401|0.176802|0.228393,0.768099|0.236497|0.342909|0.943935|0.725997,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
4,24,S->b1->b2->b3->e5->D,1.04585e+09|9.25783e+10|2.90016e+13|2.00825e+13|3.80763e+12|2.91528e+10,2.9156e+08|6.87453e+10|4.92459e+12|3.38232e+12|2.85598e+12|2.25934e+10,4.66357e-05|0.000238509|2.19171e-05|0.000101475|0.000168737|0.000334307,0.000214776|0.00116274|0.00193022|0.00958837|0.000360109|0.00249104,0.0225545|0.0193932|0.0485997|0.000607045|0.00497548|0.0139303,0.0201185|0.0406148|0.0123628|0.0278243|0.0303125|0.0354472,0.972928|0.967408|0.923719|0.948667|0.906304|0.990074,5.6117|2.94308|0.876497|5.07334|1.51609|0.575287,90.7492|37.2729|35.0583|76.7594|48.5398,0.195393|0.176588|0.194175|0.176802|0.228393,0.768099|0.671987|0.931852|0.943935|0.725997,0.930513,0.824882,0.0443086,0.913318,0.0887345,0.490686,0.282751,0.545066,0.123361,0.920131,51.1071,1.03239e-10,12842,0.825948,65.2779,8.51548e-13,69945,0.870245,0.977329,0.122889,0.492838,0.772895,0.477114,0.148278,0.469748,0.258266,0.948152,91.1935,3.23525e-10,96364,0.841101,93.8642,1.92687e-11,48025
